fullname,fullname,param:tensor_cls,param:device,param:scale,col,op,pred,val,mean,min,max,stddev,ops,rounds,query_result_size,tuple_element_size_bytes,tuple_count,total_size_bytes
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=UnsortedCDictionaryEncoding-scale=0.4]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=UnsortedCDictionaryEncoding-scale=0.4]",UnsortedCDictionaryEncoding,cpu,0.4,l_shipmode,FilterScan,Eq,AIR,0.0001420065480677,0.0001380015164613,0.0003064014017581,5.057380078981607e-06,7041.928795586206,5363,0,8,2399740,19197920
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=UnsortedDictionaryEncoding-scale=0.5]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=UnsortedDictionaryEncoding-scale=0.5]",UnsortedDictionaryEncoding,cuda,0.5,l_shipmode,FilterScan,Eq,AIR,0.000194732174431,0.0001892186701297,0.0004612049087882,6.923406814552393e-06,5135.258222846695,4603,0,8,2999671,23997368
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=UnsortedCDictionaryEncoding-scale=0.5]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=UnsortedCDictionaryEncoding-scale=0.5]",UnsortedCDictionaryEncoding,cuda,0.5,l_shipmode,FilterScan,Eq,AIR,0.0003612734821366,0.0003549233078956,0.0013547213748097,2.1290314726542565e-05,2767.9861640708946,2685,0,8,2999671,23997368
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=UnsortedDictionaryEncoding-scale=0.5]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=UnsortedDictionaryEncoding-scale=0.5]",UnsortedDictionaryEncoding,cpu,0.5,l_shipmode,FilterScan,Eq,AIR,6.486904516846809e-05,6.266869604587555e-05,0.0002122120931744,2.5300006390779967e-06,15415.673182840152,10203,0,8,2999671,23997368
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=UnsortedCDictionaryEncoding-scale=0.5]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=UnsortedCDictionaryEncoding-scale=0.5]",UnsortedCDictionaryEncoding,cpu,0.5,l_shipmode,FilterScan,Eq,AIR,0.000142641213647,0.0001390445977449,0.0003313291817903,5.465049159993824e-06,7010.596548025062,5206,0,8,2999671,23997368
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=UnsortedDictionaryEncoding-scale=0.6]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=UnsortedDictionaryEncoding-scale=0.6]",UnsortedDictionaryEncoding,cuda,0.6,l_shipmode,FilterScan,Eq,AIR,0.000194201090981,0.0001895800232887,0.0004431912675499,6.514384532752045e-06,5149.301659162097,4695,0,8,3601036,28808288
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=UnsortedCDictionaryEncoding-scale=0.6]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=UnsortedCDictionaryEncoding-scale=0.6]",UnsortedCDictionaryEncoding,cuda,0.6,l_shipmode,FilterScan,Eq,AIR,0.0003605360114331,0.000351988710463,0.0005014017224311,6.513641627115132e-06,2773.648035948008,2671,0,8,3601036,28808288
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=UnsortedDictionaryEncoding-scale=0.6]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=UnsortedDictionaryEncoding-scale=0.6]",UnsortedDictionaryEncoding,cpu,0.6,l_shipmode,FilterScan,Eq,AIR,6.641097436284035e-05,6.278883665800095e-05,0.0002165613695979,2.992255506528969e-06,15057.752270527457,10617,0,8,3601036,28808288
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=UnsortedCDictionaryEncoding-scale=0.6]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=UnsortedCDictionaryEncoding-scale=0.6]",UnsortedCDictionaryEncoding,cpu,0.6,l_shipmode,FilterScan,Eq,AIR,0.0001426774224943,0.0001388425007462,0.0003154585137963,4.809736297828992e-06,7008.817390428411,5311,0,8,3601036,28808288
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=UnsortedDictionaryEncoding-scale=0.7]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=UnsortedDictionaryEncoding-scale=0.7]",UnsortedDictionaryEncoding,cuda,0.7,l_shipmode,FilterScan,Eq,AIR,0.0001953447246788,0.0001900596544146,0.000466875731945,7.246891440865944e-06,5119.155388731797,4668,0,8,4200337,33602696
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=UnsortedCDictionaryEncoding-scale=0.7]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=UnsortedCDictionaryEncoding-scale=0.7]",UnsortedCDictionaryEncoding,cuda,0.7,l_shipmode,FilterScan,Eq,AIR,0.0003608301928297,0.0003543915227055,0.0004968829452991,5.961436653799264e-06,2771.3867072977373,2631,0,8,4200337,33602696
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=UnsortedDictionaryEncoding-scale=0.7]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=UnsortedDictionaryEncoding-scale=0.7]",UnsortedDictionaryEncoding,cpu,0.7,l_shipmode,FilterScan,Eq,AIR,0.0025863624871948,0.0023378562182188,0.0055089015513658,0.0002486714730483,386.6434055361681,369,601095,8,4200337,33602696
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=UnsortedCDictionaryEncoding-scale=0.7]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=UnsortedCDictionaryEncoding-scale=0.7]",UnsortedCDictionaryEncoding,cpu,0.7,l_shipmode,FilterScan,Eq,AIR,0.0001426092156747,0.0001386832445859,0.0003903210163116,5.563957163998783e-06,7012.169552077343,5232,0,8,4200337,33602696
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=UnsortedDictionaryEncoding-scale=0.8]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=UnsortedDictionaryEncoding-scale=0.8]",UnsortedDictionaryEncoding,cuda,0.8,l_shipmode,FilterScan,Eq,AIR,0.0003368519374202,0.0003190450370311,0.0005320897325873,1.193282467957862e-05,2968.663347043102,2773,687034,8,4800841,38406728
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=UnsortedCDictionaryEncoding-scale=0.8]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=UnsortedCDictionaryEncoding-scale=0.8]",UnsortedCDictionaryEncoding,cuda,0.8,l_shipmode,FilterScan,Eq,AIR,0.0003586834863866,0.0003520781174302,0.0004114909097552,3.872496514753809e-06,2787.973346846845,2699,0,8,4800841,38406728
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=UnsortedDictionaryEncoding-scale=0.8]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=UnsortedDictionaryEncoding-scale=0.8]",UnsortedDictionaryEncoding,cpu,0.8,l_shipmode,FilterScan,Eq,AIR,6.459585197456502e-05,6.231945008039474e-05,0.0001922752708196,2.133068798991992e-06,15480.870201909493,10462,0,8,4800841,38406728
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=UnsortedCDictionaryEncoding-scale=0.8]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=UnsortedCDictionaryEncoding-scale=0.8]",UnsortedCDictionaryEncoding,cpu,0.8,l_shipmode,FilterScan,Eq,AIR,0.000142250275641,0.000138422474265,0.0002303170040249,3.170879467286017e-06,7029.86335522656,4799,0,8,4800841,38406728
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=UnsortedDictionaryEncoding-scale=0.9]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=UnsortedDictionaryEncoding-scale=0.9]",UnsortedDictionaryEncoding,cuda,0.9,l_shipmode,FilterScan,Eq,AIR,0.0001952551753745,0.000190271064639,0.0003897985443472,5.517832631039342e-06,5121.503171845584,4681,0,8,5400556,43204448
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=UnsortedCDictionaryEncoding-scale=0.9]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=UnsortedCDictionaryEncoding-scale=0.9]",UnsortedCDictionaryEncoding,cuda,0.9,l_shipmode,FilterScan,Eq,AIR,0.0003607383151059,0.0003543319180607,0.0005307467654347,5.523521812744173e-06,2772.092561629255,2675,0,8,5400556,43204448
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=UnsortedDictionaryEncoding-scale=0.9]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=UnsortedDictionaryEncoding-scale=0.9]",UnsortedDictionaryEncoding,cpu,0.9,l_shipmode,FilterScan,Eq,AIR,6.531921479805016e-05,6.294902414083481e-05,0.0003236234188079,4.215021082928365e-06,15309.43081743614,10530,0,8,5400556,43204448
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=UnsortedCDictionaryEncoding-scale=0.9]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=UnsortedCDictionaryEncoding-scale=0.9]",UnsortedCDictionaryEncoding,cpu,0.9,l_shipmode,FilterScan,Eq,AIR,0.0001426150917165,0.0001389337703585,0.000252628698945,3.6360535072735982e-06,7011.880635938415,4960,0,8,5400556,43204448
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=UnsortedDictionaryEncoding-scale=1]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=UnsortedDictionaryEncoding-scale=1]",UnsortedDictionaryEncoding,cuda,1.0,l_shipmode,FilterScan,Eq,AIR,0.0003492473969773,0.00033441465348,0.0005948292091488,1.2722543036067208e-05,2863.299794514461,2685,858104,8,6001215,48009720
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=UnsortedCDictionaryEncoding-scale=1]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=UnsortedCDictionaryEncoding-scale=1]",UnsortedCDictionaryEncoding,cuda,1.0,l_shipmode,FilterScan,Eq,AIR,0.0003576768813812,0.0003483612090349,0.0005827061831951,1.029737521308168e-05,2795.81950093728,2665,0,8,6001215,48009720
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=UnsortedDictionaryEncoding-scale=1]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=UnsortedDictionaryEncoding-scale=1]",UnsortedDictionaryEncoding,cpu,1.0,l_shipmode,FilterScan,Eq,AIR,0.0041890780674293,0.0039986465126276,0.0067781405523419,0.0002272578744918,238.71600956189675,240,858104,8,6001215,48009720
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=UnsortedCDictionaryEncoding-scale=1]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=UnsortedCDictionaryEncoding-scale=1]",UnsortedCDictionaryEncoding,cpu,1.0,l_shipmode,FilterScan,Eq,AIR,0.0001429567516158,0.0001391340047121,0.0004000188782811,7.15754224463772e-06,6995.122571667021,5320,0,8,6001215,48009720
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=UnsortedDictionaryEncoding-scale=2]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=UnsortedDictionaryEncoding-scale=2]",UnsortedDictionaryEncoding,cuda,2.0,l_shipmode,FilterScan,Eq,AIR,0.0001954549191354,0.0001900810748338,0.0003707027062773,5.333297801466918e-06,5116.269288197917,4630,0,8,11997996,95983968
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=UnsortedCDictionaryEncoding-scale=2]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=UnsortedCDictionaryEncoding-scale=2]",UnsortedCDictionaryEncoding,cuda,2.0,l_shipmode,FilterScan,Eq,AIR,0.0003613802811027,0.0003546327352523,0.0004060808569192,4.742628004147272e-06,2767.168139192569,2668,0,8,11997996,95983968
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=UnsortedDictionaryEncoding-scale=2]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=UnsortedDictionaryEncoding-scale=2]",UnsortedDictionaryEncoding,cpu,2.0,l_shipmode,FilterScan,Eq,AIR,6.641793329483276e-05,6.289873272180557e-05,0.0002298466861248,2.621889833285395e-06,15056.174596113167,10590,0,8,11997996,95983968
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=UnsortedCDictionaryEncoding-scale=2]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=UnsortedCDictionaryEncoding-scale=2]",UnsortedCDictionaryEncoding,cpu,2.0,l_shipmode,FilterScan,Eq,AIR,0.000143492466163,0.0001388229429721,0.0003078440204262,4.72974928324266e-06,6969.00699207205,5681,0,8,11997996,95983968
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=UnsortedDictionaryEncoding-scale=3]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=UnsortedDictionaryEncoding-scale=3]",UnsortedDictionaryEncoding,cuda,3.0,l_shipmode,FilterScan,Eq,AIR,0.0005507346007738,0.0005298154428601,0.000681884586811,2.282975441298642e-05,1815.7566250512723,1443,2571601,8,17996609,143972872
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=UnsortedCDictionaryEncoding-scale=3]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=UnsortedCDictionaryEncoding-scale=3]",UnsortedCDictionaryEncoding,cuda,3.0,l_shipmode,FilterScan,Eq,AIR,0.0003583321910218,0.0003478303551673,0.0006188433617353,8.385596897141135e-06,2790.7065707611005,2696,0,8,17996609,143972872
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=UnsortedDictionaryEncoding-scale=3]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=UnsortedDictionaryEncoding-scale=3]",UnsortedDictionaryEncoding,cpu,3.0,l_shipmode,FilterScan,Eq,AIR,6.597361688853669e-05,6.261933594942093e-05,0.0002731187269091,4.45032747453714e-06,15157.5743026112,10878,0,8,17996609,143972872
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=UnsortedCDictionaryEncoding-scale=3]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=UnsortedCDictionaryEncoding-scale=3]",UnsortedCDictionaryEncoding,cpu,3.0,l_shipmode,FilterScan,Eq,AIR,0.0001446142199046,0.0001396741718053,0.0009016012772917,1.1395984918530272e-05,6914.949308989641,5701,0,8,17996609,143972872
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=UnsortedDictionaryEncoding-scale=4]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=UnsortedDictionaryEncoding-scale=4]",UnsortedDictionaryEncoding,cuda,4.0,l_shipmode,FilterScan,Eq,AIR,0.0006776368184668,0.0006392523646354,0.000844563357532,3.564892273478196e-05,1475.7167449408955,1072,3427035,8,23996604,191972832
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=UnsortedCDictionaryEncoding-scale=4]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=UnsortedCDictionaryEncoding-scale=4]",UnsortedCDictionaryEncoding,cuda,4.0,l_shipmode,FilterScan,Eq,AIR,0.0003584025162488,0.0003482308238744,0.0005448637530207,9.937455350889332e-06,2790.1589823264567,2718,0,8,23996604,191972832
